W którym mieście zginął Zbyszek Cybulski?	we Wrocławiu
W którym mieście ma siedzibę Muzeum Tatrzańskie imienia Tytusa Chałubińskiego?	w Zakopanem
W którym mieście toczy się głównie akcja powieści „Lalka”?	Warszawa
Z której strony wieje bryza w dzień: od strony lądu czy od strony morza?	od strony morza
Jaki tytuł nosi pierwsza księga Pana Tadeusza?	„Gospodarstwo”
Jaką dziedzinę sztuki uprawia Wilhelm Sasnal?	malarstwo
Jak nazywa się miasto w Szwajcarii i roślina pastewna?	lucerna
Jaki pseudonim używał Stanisław Mackiewicz?	Cat
Jaka miłość nie rdzewieje?	stara
Kto jest autorem Antygony?	Sofokles
Jakie nazwisko nosił tytułowy bohater poematu Adama Mickiewicza „Pan Tadeusz”?	Soplica
A2, A3, A4 – który z tych arkuszy papieru ma najmniejsze wymiary?	A4
Podczas panowania którego władcy Francji powstał styl empire?	Napoleona Bonaparte
Czy barakudy to ryby drapieżne czy roślinożerne?	drapieżne
Jak ma na imię syn aktora Jana Nowickiego, również aktor?	Łukasz
Podczas którego powstania oddział kosynierów wspomógł regularną armię?	kościuszkowskiego
Do którego państwa należy wyspa Norfolk leżąca na Oceanie Spokojnym?	do Australii
W którym jednostkach związanych ze światłem mierzy się ogromne odległości między gwiazdami?	w latach świetlnych
Jak nazywa się film opowiadający o czasach zdobywania Dzikiego Zachodu?	western
Czy polski Dywizjon 303 był dywizjonem bombowym czy myśliwskim?	myśliwskim
Czy w Afryce żyją pingwiny?	tak
Jak nazywa się drzewo iglaste rosnące głównie w Kalifornii i Oregonie?	sekwoja
Jak nazywa się dzień karnawału w którym jada się pączki?	Tłusty Czwartek
Jaką rybę złowił rybak w powieści „Stary człowiek i morze”?	merlina
Jak nazywał się flagowy okręt admirała Nelsona w bitwie pod Trafalgarem?	Victory
Czy doktor Murek był lekarzem?	nie
W którym wieku Edvard Munch namalował obraz „Krzyk”?	w XIX	19
Jak nazywa się drugie najgłębsze jezioro świata znajdujące się w Afryce?	Tanganika
Markiza de Pompadour była faworytą Ludwika XV czy XVI?	XV	15
Czy konwisarz wykonywał dzwony kościelne?	nie
Czy wróble budują gniazda?	tak
Który car Rosji został kanonizowany przez cerkiew prawosławną w 2002 roku?	Mikołaj II Romanow
W których latach XIX wieku obradował Kongres Wiedeński?	1814–1815	1814-15	od 1814 do 1815
Co oznaczał skrót CK w nazwie Austro-Węgier?	cesarsko-królewski
Podiebrady to uzdrowisko czeskie, słowackie czy austriackie?	czeskie
Ile kadencji sprawowała urząd premiera Margaret Thatcher?	trzy	3
Która planetę Układu Słonecznego nazywamy czerwoną planetą?	Marsa
Kto jest autorem książki „Król Maciuś I”?	Janusz Korczak
Konstantinos Karamanlis i Kostis Stefanopulos byli prezydentami którego państwa?	Grecji
Czy twórca radiotelegrafu Marconi otrzymał Nagrodę Nobla?	tak
Ile wynosi wysokość Śnieżki nad poziomem morza?	1602
Jaki napis widniał na bramach niemieckich obozach zagłady?	Arbeit macht frei	Praca czyni wolnym
Która rodzina jaszczurek to mistrzowie kamuflażu?	kameleony
W którym kolorze jest rower na znaku drogowym oznaczającym ścieżkę rowerową?	w białym
Które zwierzę jest symbolem Rzymu?	wilczyca
Która armia wyszła zwycięsko z pierwszej wojny punickiej?	rzymska
Tafta jest tkaniną jedwabną czy bawełnianą?	jedwabną
Jak nazywała się lekka kawaleria założona przez Józefa Lisowskiego w początkach XVII wieku?	lisowczycy	lisowczyki	straceńcy	chorągiew elearska
Iryd to stop metali czy pierwiastek?	pierwiastek
Wiedzieć, co się u wszystkich dzieje to trzymać rękę na...?	pulsie
Ile elektrod ma tranzystor?	trzy	3
W którym warszawskim parku znajduje się Pałac na Wodzie?	w Łazienkach
Która polska aktorka założyła fundację „Mimo wszystko”?	Anna Dymna
Z którego kościoła grany jest hejnał w polskim radiu?	z kościoła Mariackiego
Czy szympans jest małpą człekokształtną?	tak
Ile kątów wklęsłych może mieć maksymalnie czworokąt?	jeden	1
W którym roku Tadeusz Kościuszko złożył przysięgę na krakowskim rynku?	w 1794
Czyim zagorzałym wrogiem był Katon Starszy?	Kartaginy
Jak nazywa się meksykańska wódka z agawy?	tequilla
Przeciw komu wyruszył na ostatnią wyprawę Władysław Warneńczyk?	przeciw Turkom
Alabaster to biała, drobnoziarnista odmiana którego minerału?	gipsu
Do oględzin której planety wysłano sondy Galileo?	Jowisza
W którym mieście zawarto w 1660 r. pokój kończący wojnę polsko-szwedzką?	w Oliwie
Kto wygrał wojnę rosyjsko-japońską z 1904 i 1905 r.?	Japonia
W którym państwie od XVI wieku bito złotą monetę zwaną dublonem?	w Hiszpanii
Jaki tytuł nosi polski magazyn lotniczy założony w 1930 r, istniejący do dziś?	„Skrzydlata Polska”
Z czternastu ośmiotysięczników dziesięć znajduje się w Himalajach, a gdzie reszta?	w Karakorum
W którym miesiącu Małgośka miała wziąć ślub?	w maju
Białka są budulcem organizmów zwierzęcych, roślinnych czy jednych i drugich?	jednych i drugich
Z ilu części składa się garsonka?	z dwóch	2
Kto wprowadził w USA program reform New Deal?	Franklin Delano Roosevelt
Z trzech rzek: Rodan, Sekwana czy Loara – która jest najdłuższa?	Loara
Klezmer to potoczne określenie muzyka czy wędrownego aktora?	muzyka
Kto zaprojektował pierwszy stalowy most na Wiśle w Warszawie?	Stanisław Kierbedź
Który ptak, symbol wiedzy, był też symbolem Ateny?	sowa
Kto założył Zgromadzenie Sióstr Misjonarek Miłości?	Matka Teresa z Kalkuty
Jak nazywał się podczas II wojny światowej niemiecki obóz jeniecki dla oficerów?	oflag
Co to jest dzięcielina z „Pana Tadeusza”: bielizna, roślina czy instrument muzyczny?	roślina
Jak nazywa się proces zmiany wysokości głosu u nastoletnich chłopców?	mutacja
Nad którym morzem leży Finlandia?	Bałtyckim
Czy chablis to wino białe czy czerwone?	białe
W którym państwie znajdują się ruiny Machu Picchu?	w Peru
Jak nazywa się polski zespół rockowy, w którym wokalistą był Artur Rojek?	Myslovitz
Jak nazywał się odtwórca roli Neo w „Matriksie”?	Keanu Reeves
Która liczba jest większa: milion milionów czy tysiąc miliardów?	są równe
Który głos kobiecy jest niższy: alt czy kontralt?	kontralt
W którym mieście powstała w 1818 r. pierwsza w Polsce giełda papierów wartościowych?	w Warszawie
Ile to jest cztery podniesione do sześcianu?	64
Z którego państwa pochodzi autorka książek o Muminkach?	z Finlandii
Jak nazywa się krzywa, która jest wykresem funkcji kwadratowej?	parabola
Jak nazywa się okres sprawowania funkcji przez papieża? Słowo pochodzi z łaciny.	pontyfikat
W którym wieku zmarł Alfred Nobel?	w XIX	19
Nad którą rzeką leży Przemyśl?	nad Sanem	San
W którym wieku II Międzynarodówka ustanowiła 1 Maja świętem pracy?	w XIX	19
Górnik Bulandra, kowalczyk Karlik, wojak Zeflik – to postaci z baśni Gustawa Morcinka czy braci Grimm?	Gustawa Morcinka
Jak nazywał się autor powieści „Martwe Dusze”?	Mikołaj Gogol
W rocznicę wyzwolenia którego obozu koncentracyjnego przypada międzynarodowy dzień pamięci o ofiarach Holocaustu?	Auschwitz-Birkenau	Auschwitz	Oświęcim
„Nasza wesoła apokalipsa” to wybór esejów polskiego filozofa. Którego?	Leszka Kołakowskiego
Lekarz której specjalności zajmuje się leczeniem chorób serca?	kardiolog
Jak z francuskiego nazywa się nadwozie samochodu?	karoseria
Jak brzmi tytuł filmu Joanny i Krzysztofa Krauze opartego na życiu pierwszej polskiej romskiej poetki?	„Papusza”
Jak nazywa się reżyser filmów „Wall Street”, „The Doors”, „Urodzeni mordercy”?	Oliver Stone
Czyje wesele występuję w tytule opery Mozarta?	Figara
Jak z niemieckiego nakrywa się rzemieślnik zajmujący się naprawą i pokrywaniem dachów?	dekarz
Jak nazywa się wydział na uczelni wyższej obejmujący studia z języka i literatury Albionu?	filologia angielska
Jak nazywa się spotykany w zbożu niebiesko kwitnący chwast?	chaber
Czy herbicydy to środki owadobójcze czy chwastobójcze?	chwastobójcze
Czy akt kapitulacji po Powstaniu Warszawskim został podpisany w Warszawie?	nie
Migrena to silny i nagły ból której części ciała?	głowy
Jak nazywa się aktorka, odtwórczyni roli Anny German w serialu TV?	Joanna Moro
Jak nazywa się prawnuk królowej Elżbiety, syn księcia Williama i księżnej Kate?	Jerzy
Paź królowej to gatunek których owadów?	motyli
Skąd wywodzi się idea Igrzysk Olimpijskich?	ze starożytnej Grecji
Który utwór Jana Kochanowskiego zawiera słowa: „Wy, którzy pospolitą rzeczą władacie”?	„Odprawa posłów greckich”
Jak nazywa się podstawowa jednostka temperatury w układzie SI?	kelvin
Która broń została użyta po raz pierwszy w bitwie nad Sommą?	czołg
Czy stanowisko szoguna, namiestnika wojskowego, od XII w. podlegało dziedziczeniu?	tak
Kto jest twórcą Listy Przebojów Programu Trzeciego?	Marek Niedźwiecki
W wierszu Jana Brzechwy „Entliczek, pentliczek” na stoliczku był koszyczek, a w nim jabłuszko. Kto mieszkał w jabłuszku?	robaczek
Jak nazywa się wynalazca piorunochronu?	Benjamin Franklin
Ile lat panowała w Polsce dynastia Jagiellonów: około 150, 180 czy 250 lat?	180
W jaki sposób Herakles uśmiercił lwa nemejskiego?	udusił gołymi rękoma	udusił go
Dysgrafia to zaburzenie której umiejętności?	pisania
W którym roku Winston Churchill po raz pierwszy został premierem?	w 1940
Wołyń leży na Litwie, Ukrainie czy Białorusi?	na Ukrainie
Jakie miasto jest stolicą województwa małopolskiego?	Kraków
Ile hektarów ma kilometr kwadratowy?	sto	100
Czy w piłce rowerowej są rozgrywane mistrzostwa świata?	tak
W którym mieście do 1990 r. mieścił się Rząd na uchodźstwie?	w Londynie
Jeden hektar – ile to arów?	sto	100
Z którego kraju pochodzi Andrea Bocelli?	z Włoch
Kto był twórcą rydwanu Heliosa, zbroi Aresa, strzał Erosa?	Hefajstos
Z którego państwa pochodził Remarque, autor powieści „Łuk triumfalny”?	z Niemiec
Czy Marek Antoniusz i Kleopatra byli małżeństwem?	tak
Które miasto jest stolicą Kolumbii?	Bogota
Jak nazywamy nagły, silny ból głowy?	migrena
Które państwo UE ma największą powierzchnię?	Francja
Jak nazywa się najstarsza część Talmudu?	Miszna
Proszę zacytować pierwsze słowa brytyjskiego hymnu po polsku?	Boże, zachowaj królową
Z którym krakowskim kabaretem był związany Piotr Skrzynecki?	z Piwnicą pod Baranami
Który liczba jest większa: pierwiastek kwadratowy z 9 czy pierwiastek sześcienny z 27?	są równe
Jaki termin z francuskiego nosi pierwsze wystąpienie publiczne artysty?	debiut
Jak nazywa się w piosenkach powtarzający się po każdej zwrotce fragment tekstu i melodii?	refren
W którym mieście trasa drogi krzyżowej przebiega ulicą Via Dolorosa?	w Jerozolimie
Jak miała na imię żona Agamemnona?	Klitajmestra
W którym mieście znajduje się fontanna z siusiającym chłopcem?	w Brukseli
Kolarz, trębacz i astronauta noszą samo nazwisko – jakie?	Armstrong
W kim była zakochana Klara z Zemsty?	w Wacławie
Czy przed II wojną światową produkowane były w Polsce samochody FIAT-a?	tak
Jak z greki nazywa się powszechny akt łaski?	amnestia
Ciemną stronę którego ciała niebieskiego umieścił w swoim albumie Pink Floyd?	Księżyca
Jak nazywał się pisarz i filozof, autora powiastki „Kubuś Fatalista i jego pan”?	Denis Diderot
Który święty pomaga w znalezieniu zagubionych przedmiotów?	Antoni
Kto śpiewa piosenkę „Eurydyki tańczące”?	Anna German
Jak podczas II wojny światowej nazywano polskie gazety wydawane za aprobatą okupanta?	gadzinówki
Czy brytyjski hymn narodowy jest również hymnem Australii?	nie
W którym wieku żył francuski filozof Denis Diderot?	w XVIII	18
Jak nazywa się stolica Wenezueli?	Caracas
Jak nazywa się waluta Kanady?	dolar kanadyjski
Jak nazywa się dawna uprząż dla bydła, a także niewola?	jarzmo
W którym wieku żyła św. Bernadetta?	w XIX	19
Serwantka to rodzaj szafy czy stołu?	szafy
Czy woltyżerka – akrobatyczne ćwiczenia na galopującym koniu – jest dyscypliną sportową?	tak
Jak nazywają się ziemniaki pokrojone w paski i smażone na oleju?	frytki
Jakie święto odbywa się w oktawę Bożego Ciała w Krakowie?	lajkonik
W jakim województwie znajduje się Ruciane-Nida?	w warmińsko-mazurskim
Jak miała na imię główna bohaterka powieści „Wichrowe wzgórza”?	Katarzyna
Czy Konstytucja 3 Maja wprowadzała dziedziczność tronu?	tak
Czy choroba Heinego-Medina i dziecięce porażenie to ta sama choroba?	wokół głowy
Kto prowadził sklep Wokulskiego?	Ignacy Rzecki
Którą wielką literą alfabetu oznacza się stałą grawitacji Newtona?	G
Dekada – ile to lat?	dziesięć	10
W którym województwie leży Zamość?	w lubelskim
Kto jest liderem i solistą zespołu Wilki?	Robert Gawliński
Czy drabant to staropolski taniec?	tak
Kto w mitologii greckiej wykradł ogień bogom olimpijskim?	Prometeusz
Promil – jaka to część całości?	tysięczna
Czyją żoną była Bona Sforza?	Zygmunta Starego
Ile razy Mistrzostwa Świata w piłce nożnej odbywały się we Francji?	dwa razy	2
Fisz i Emade to twórcy muzyki współczesnej, synowie którego artysty?	Wojciecha Waglewskiego
Za pomocą ziaren której rośliny można zidentyfikować księżniczkę?	grochu
Który kanał łączy morze Egejskie z morzem Jońskim?	Kanał Koryncki
Na którym oceanie leżą Azory?	na Oceanie Atlantyckim	na Atlantyku
Kim dla Konrada Mazowieckiego był Leszek Biały?	bratem
Który polski bramkarz zatrzymał Anglię?	Jan Tomaszewski
1246 to liczba parzysta?	tak
Jak nazywa się bożonarodzeniowa msza święta?	pasterka
Jak nazywa się pieśń gondolierów?	barkarola
W którym państwie w delcie Padu leży miasto Ferrara?	we Włoszech
W którym szwajcarskim mieście ostatnie 20 lat życia spędził Jan Kalwin?	w Genewie
W którym wieku nastąpiło pierwsze zerwanie Sejmu przez liberum veto?	w XVII	17
Pod jaką nazwą przeszły do historii wydarzenia we Francji w 1871 r.?	Komuna Paryska
Ile kategorii wagowych istnieje w sumo?	jedna	1
Jaki pierwiastek ma symbol B?	bor
Co jest bliższe ciału niż suknia według przysłowia?	koszula
Kogo goniła Alicja z Krainy Czarów, kiedy wpadła do nory?	królika
Czy Mars ma atmosferę?	tak
W którym miesiącu w Poznaniu w 1956 miał miejsce masowy protest robotników?	czerwiec
Które miasto było po pierwszym rozbiorze Polski siedzibą władz austriackich w Galicji?	Lwów
Która planeta Układu Słonecznego świeci własnym światłem?	żadna
W co została zamieniona żona Lota?	w słup soli
Jakim terminem pochodzącym z greki nazywamy epokę kamienia łupanego?	paleolit
Jak miał na imię włoski malarz Modigliani?	Amedeo
Ile razy objętość stożka jest mniejsza od objętości walca o tej samej podstawie?	trzykrotnie	3 razy
Jak nazywa się nadzienie do pierogów albo naleśników? Słowo pochodzi z języka francuskiego.	farsz
Rozwiń skrót „CBŚ”.	Centralne Biuro Śledcze
Liśćmi której rośliny zakryli swoje okolice intymne Adam i Ewa?	figowca
Który kolarz jest dyrektorem generalnym wyścigu Tour de Pologne?	Czesław Lang
Kto zagrał tytułową rolę w cyklu filmów o Rambo?	Sylvester Stallone
Z którym greckim bóstwem był utożsamiany Liber, staroitalski bóg urodzaju?	z Dionizosem
W którym wieku urodził się barceloński architekt Antonio Gaudi?	w XIX
Czyimi siostrzeńcami byli Dyzio, Hyzio i Zyzio?	kaczora Donalda
Który brytyjski pisarz wprowadził do literatury pojęcie Wielkiego Brata?	George Orwell
Który znak zodiaku panuje na przełomie grudnia i stycznia?	Koziorożec
Jak nazywamy obraz powstały po rozszczepieniu światła białego na składowe o różnych długościach?	widmo optyczne
Do którego roku obowiązywała tzw. Mała Konstytucja z 1946 r.?	do 1952
W którym wieku tworzył Salvador Dali?	w XX	20
Z ilu kolorów składa się flaga Ukrainy?	z dwóch	2
Czarna flaga z czaszką i dwoma piszczelami – kto pływa pod taką banderą?	piraci
Z którego państwa pochodzi Giorgio Armani?	z Włoch
Liderem którego zespołu jest Muniek Staszczyk?	T. Love
Czy metan, etan, propan, butan należą do węglowodorów?	tak
Jak nazywa się tatrzańska przełęcz łącząca Zawrat i Krzyżne?	Orla Perć
Kalypso jest księżycem której planety Układu Słonecznego?	Saturna
W której noweli Marii Konopnickiej występowała rodzina Mostowiaków?	„Nasza szkapa”
Który z braci Grabskich, Władysław czy Stanisław, był ministrem finansów?	Władysław
Na którym pojezierzu leży jezioro Śniardwy?	na Mazurskim
Jak brzmi muzułmańskie imię Boga Stworzyciela?	Allah
Jak inaczej nazywany jest gaz musztardowy?	iperyt
Które państwo zajmuje 1/8 powierzchni lądowej Ziemi i graniczy z 14 państwami na lądzie?	Rosja
Jak z włoskiego nazywa się łuk oparty na dwóch podporach?	arkada
W którym państwie odbyły się Mistrzostwa Świata w Piłce Nożnej w 2014 roku?	w Brazylii
Które państwo zajęło w 1942 r. należący do Wielkiej Brytanii Singapur?	Japonia
Jak nazywał się XVIII- i XIX-wieczny malarz hiszpański obrazujący okrucieństwa wojny?	Francisco Goya
Jak nazywa się surowicza błona pokrywająca narządy jamy brzusznej?	otrzewna
W którym europejskim mieście jego najstarsza część jest otoczona przez Mury Aureliana?	w Rzymie
Jak nazywa się indiańskie trofeum wojenne w postaci skóry zdartej z czaszki?	skalp
Jak z greki nazywa się przesadne przekonanie o własnej wartości, mania wielkości?	megalomania
Galicyzmy to zapożyczenia z którego języka?	z francuskiego
Co z angielskiego oznacza „Jack the Ripper”?	Kuba Rozpruwacz
Z którego języka pochodzi skrót LTD oznaczający spółkę z ograniczoną odpowiedzialnością?	z angielskiego
W którym języku Wergiliusz napisał Eneidę?	po łacinie	łacińskim
Bohaterką której powieści Makuszyńskiego jest Ewa Tyszowska?	„Szaleństwa panny Ewy”
Jak według legend arturiańskich miała na imię żona króla Artura, ukochana Lancelota?	Ginewra
Jak ma na imię znany satyryk Laskowik?	Zenon
Jak nazywał się rzymski filozof, wychowawca Nerona?	Seneka Młodszy
Kto był ostatnim prezydentem Czechosłowacji?	Václav Havel
Na jakim instrumencie muzycznym gra Bill Clinton?	na saksofonie
Czy pingwiny mają skrzydła?	tak
Enduro to rajd samochodowy czy motocyklowy?	motocyklowy
Jak nazywał się w dawnej Grecji wysmukły dzban z pionowymi uchwytami?	amfora
Żywot jakiego człowieka jest tytułem jednego z utworów Mikołaja Reja?	poczciwego
W którym włoskim mieście znajduje się posąg Marka Aureliusza?	w Rzymie
W którym włoskim mieście znajduje się tzw. krzywa wieża, dzwonnica miejscowej katedry?	w Pizie
Jak nazywa się garbaty błazen, bohater opery Verdiego?	Rigoletto
Faworki pieczemy czy smażymy?	smażymy
Z dziejami którego miasta związana jest legenda o Złotej Kaczce?	z Warszawą
Jak nazywała się wieszczka wyroczni Apollina?	Pytia
Po którym mieście jeździły niebieskie tramwaje, o których śpiewała Maria Koterbska?	po Wrocławiu
Żoną którego reżysera jest aktorka Emmanuelle Seigner?	Romana Polańskiego
Jak nazywa się bilard bez łuz, a także zderzenie wielu samochodów?	karambol
Które miasto było głównym portem starożytnych Aten?	Pireus
Komu wyrocznia delficka przepowiedziała, że zabije własnego ojca i poślubi matkę?	Edypowi
Ile jest języków urzędowych na Białorusi?	dwa	2
Która bogini została zrodzona z morskiej piany?	Afrodyta
W jakim kolorze jest kubraczek Kubusia Puchatka?	w czerwonym
Jak nazywamy ciało niebieskie krążące wokół planety po orbicie?	satelita
Czy osoba wyrażająca się kolokwialnie używa języka literackiego czy potocznego?	potocznego
Grupa Pod Budą prosiła w piosence, żeby nie przenosić stolicy do którego miasta?	do Krakowa
W którym nadmorskim mieście odbywa się Festiwal Polskich Filmów Fabularnych?	w Gdyni
Jak w szachach nazywa się ruch powodujący bezpośrednie zagrożenie króla?	szach
Czy spaniele to psy myśliwskie?	tak
Na kim według powiedzenia czapka gore?	na złodzieju
Który stopień jest wyższy: pułkownik czy komandor?	są równe
W której komedii Moliera na wieczerzę zaproszono posąg komandora?	„Don Juan”
Jak nazywa się zewnętrzna warstwa półkul mózgowych?	kora mózgowa
Jutrzenka, Gwiazda Poranna – którego ciała niebieskiego dotyczą te nazwy?	Wenus
Jak nazywa się tor wyścigowy F1 w Lombardii?	Monza
Kto w serialu „Alternatywy 4” grał żonę gospodarza domu?	Bożena Dykiel
W którym mieście znajduje się fabryka Hipolita Cegielskiego?	w Poznaniu
Jak nazywał się rosyjski fizjolog, który wprowadził termin odruchu warunkowego?	Iwan Pawłow
Jak dawniej nazywał się rozgrzany wkład do żelazka?	dusza
Czy góra Kościuszki w Australii mierzy ponad 3000 m wysokości?	nie
Którymi zwierzętami zajmują się ornitolodzy?	ptakami
Co mianem „radia z lufcikiem” określił Stefan Wiechecki?	telewizor
Która religia dominuje w Rumunii?	prawosławie
Jak nazywał się król Frygii o oślich uszach?	Midas
Który pierwiastek ma symbol W?	wolfram
Ile Parków Narodowych mamy w Polsce – mniej czy więcej niż 20?	więcej niż 20
Jak nazywa się stolica województwa świętokrzyskiego?	Kielce
Który obiekt strategiczny mieli zdobyć bohaterowie filmu „Komandosi z Navarony”?	most	most w Jugosławii
Ile wynosi suma oczek na sześciu ściankach kostki do gry?	21
Jak w XII i XIII wieku nazywał się urzędnik sprawujący władzę nad zamkiem lub grodem i przyległym okręgiem?	kasztelan
Skąd wieje wiatr zachodni?	z zachodu
Którego dnia odbywa się tradycyjnie Barbórka?	4 grudnia
Synagoga jest miejscem modlitw protestantów, katolików czy Żydów?	Żydów
Czy Bernard Shaw był laureatem literackiej Nagrody Nobla?	tak
Jak nazywają się niebieskie ludziki z wieczorynki dla dzieci?	Smerfy
W którym państwie panowała królowa Katarzyna Medycejska?	we Francji
Nad którą rzeką leży Płock?	nad Wisłą
Aerostat to urządzenie lżejsze czy cięższe od powietrza?	lżejsze
W jakim włoskim mieście znajduje się fontanna di Trevi?	w Rzymie
Anna Jagiellonka dokończyła po śmierci Zygmunta Augusta którą inwestycję: most czy Kościół?	most
Przy próbach którego metalu znajduje się głowa kobiety?	srebra
Cypr odzyskał niepodległość przed czy po II wojnie światowej?	po II wojnie światowej
Czy owoce berberysu są jadalne?	tak
Jakiej narodowości była kobieta, którą Jezus spotkał przy studni Jakuba w Ewangelii według św. Jana?	była Samarytanką
Czy książę Józef Poniatowski brał udział w bitwie pod Waterloo?	nie
Jak miała na imię królowa Egiptu z dynastii Ptolemeuszy, która zmarła w 30 r. p.n.e.?	Kleopatra
Psy gończe to gwiazdozbiór nieba północnego czy południowego?	północnego
Jak nazywa się tytułowy bohater powieści Daniela Defoe, który spędza wiele lat samotnie na bezludnej wyspie?	Robinson Crusoe
Jeśli jutro powiem, że jutro będzie czwartek, to który dzień tygodnia jest dzisiaj?	wtorek
Czy papier to wynalazek europejski czy azjatycki?	azjatycki
Jaki kształt ma blizna na czole Harry'ego Pottera?	pioruna
Górski Karabach to największa enklawa ormiańska na terenie którego kraju?	Azerbejdżanu
Premiera „Dziadów” w reżyserii Wyspiańskiego miała miejsce w XIX czy XX wieku?	w XX	20
Kto miał powiedzieć: „A jednak się porusza”?	Galileusz
Jak nazywa się krótka alegoryczna opowieść i matematyczna krzywa stożkowa?	parabola
Jak oficjalnie nazywa się mlecz?	mniszek lekarski
Kogo według przysłowia Pan Bóg strzeże?	strzeżonego
Jak w państwie krzyżackim nazywał się zarządca okręgu złożonego z jednego albo kilku zamków i przyległego terytorium?	komtur
Do którego morza uchodzi Tamiza?	do Morza Północnego
Czy setery to rasa psów myśliwskich?	tak
Przez który ocean przepływa Golfsztrom?	przez Ocean Atlantycki	przez Atlantyk
Jak z niemieckiego nazywamy żeglowanie pod wiatr?	halsowanie
W którym akcie prawnym określona jest stolica Polski?	w konstytucji
Jak nazywa się przedmiot do pomiaru długości i częstotliwości fali elektromagnetycznej?	falomierz
Etna, Stromboli, Tambora – który wulkan nie wznosi się we Włoszech?	Tambora
Glonojady są rybami czy ślimakami?	rybami
Jak nazywają się rdzenni mieszkańcy Papui Nowej Gwinei?	Papuasi
Mówić komuś całą prawdę – to grać w jakie karty?	w otwarte
Czy rzeka Rodan przepływa przez Szwajcarię?	tak
Czarnogłówki to rasa których zwierząt?	owiec
Z jakich wyrobów użytkowych i artystycznych zasłynął Ćmielów?	z porcelany
Czego był pełna rzeka, o której śnił kotek w wierszu Tuwima?	mleka
Z którego języka pochodzi termin „surrealizm”?	z francuskiego
Który reżyser otrzymał trzy Oscary za najlepszy film nieanglojęzyczny?	Ingmar Bergman
Który znany utwór polskiego oświecenia nosi podtytuł „czyli wojna Mnichów”?	Monachomachia
Proszę podać dokładną datę radzieckiej agresji na Polskę w czasie II wojny światowej.	17 września 1939
Na terenie którego województwa leży Kampinoski Park Narodowy?	mazowieckiego
Wirtuozem którego instrumentu jest Tomasz Stańko?	trąbki
W której europejskiej stolicy znajdują się Pola Elizejskie?	w Paryżu
Według jakiej własności są poszeregowane pierwiastki w układzie Mendelejewa?	liczby atomowej
W którym wieku wybudowano Kanał Koryncki?	w XIX	19
W którym mieście odbywały się sądy skorupkowe?	w Atenach
Jak nazywa się program informacyjny nadawany na pierwszym programie codziennie o 19.30?	„Wiadomości”
Które dwa zasadnicze style rozróżnia się w zapasach?	klasyczny i wolny	wolny i klasyczny
W którym roku Wanda Rutkiewicz jako pierwsza Europejka zdobyła Mount Everest?	w 1978
W którym państwie znajdował się Szczecin w 1938 roku?	w Niemczech
Na którym kontynencie żyje szop pracz?	w Ameryce Północnej
Ilu zawodników liczy drużyna piłki wodnej?	siedmiu	7
Czy kosarze i korsarze to to samo?	nie
Ile gwiazd widnieje na fladze Kuby?	jedna	1
Kogo według przysłowia nie należy wywoływać z lasu?	wilka
Czy kanał Augustowski jest dłuższy niż 100 km?	tak
W jakich górach w Polsce znajdują się złoża marmuru?	w Sudetach
Jak nazywa się drzewo z rodziny sosnowatych, które zrzuca igły na zimę?	modrzew
Kto oprócz Mozarta i Beethovena należał do trójki klasyków wiedeńskich?	Haydn
Czy istnieją czarne łabędzie?	tak
Jaki kolor ma stoliczek w dziecięcej wyliczance „Entliczek pentliczek”?	czerwony
Jak nazywa się czterokrotny mistrz olimpijski w chodzie?	Robert Korzeniowski
Do ilu razy sztuka według przysłowia?	do trzech	3
Która część twarzy Pinokia zmieniała wygląd, gdy kłamał?	nos
Gibraltar jest terytorium zamorskim którego kraju?	Wielkiej Brytanii
Na którym oceanie leży wyspa Cejlon?	na Oceanie Indyjskim
W ilu polskich miastach są dwie linie metra?	w żadnym	0
W jakim języku tworzyli Horacy i Wergiliusz?	po łacinie	łacińskim
Który król izraelski zdobył w X w. p.n.e. Jerozolimę?	Dawid
Czy muszkiet był zaliczany do broni białej?	nie
Kto jest autorem obrazu „Zawieszenie dzwonu Zygmunta”?	Jan Matejko
Jak nazywa się znaczący wzrost wartości papierów wartościowych na giełdzie?	hossa
Czy Julian Ursyn Niemcewicz brał udział w powstaniu Kościuszkowskim?	tak
Jak z niemieckiego nazywa się dobre wychowanie?	kindersztuba
Do którego państwa należy Korsyka?	do Francji
Co poza główką jest szkolną wymówką?	paluszek
W którym mieście ma siedzibę klub studencki Hybrydy?	w Warszawie
Jaką nazwę nosi ogół drobnych organizmów wodnych unoszących się biernie w toni oceanów i mórz?	plankton
Na szczycie której góry Kordian wygłasza swój monolog?	Mont Blanc
„Pancernik Potiomkin” to film niemy czy dźwiękowy?	niemy
Jakie obecne państwo zwane było kiedyś Związkiem Południowej Afryki?	Republika Południowej Afryki	RPA
Który pedał w fortepianie służy do przedłużania dźwięków?	prawy
Jak z łaciny nazywa się prawo do zerwania Sejmu przez jednego posła?	liberum veto
Jak nazywał się pas umocnień zbudowany po I wojnie światowej w północno-wschodniej Francji?	Linia Maginota	linia Zygfryda
Formikarium to pojemnik do obserwacji których zwierząt?	mrówek
W którym roku zniesiono liberum veto?	w 1791
Ile cm sześciennych mieści się w metrze sześciennym?	milion	1000000
Jak nazywa się półwysep oddzielający Zatokę Meksykańską od Morza Karaibskiego?	Jukatan
